tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
568977175149293570,neutral,0.6701,N/A,N/A,Virgin America,N/A,ImThankfulRadio,N/A,0,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,"[0.0, 0.0]",2015-02-20 19:35:04 -0800,Washington State,Pacific Time (US & Canada)
568945265899483136,neutral,1.0,N/A,N/A,Virgin America,N/A,daisy1016,N/A,0,@VirginAmerica Grand Budapest Hotel #OscarsCountdown,N/A,2015-02-20 17:28:16 -0800,Florida,Eastern Time (US & Canada)
568943244027006976,neutral,1.0,N/A,N/A,Virgin America,N/A,TGSOFL,N/A,0,@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.,N/A,2015-02-20 17:20:14 -0800,Florida,Eastern Time (US & Canada)
568928605226426370,neutral,1.0,N/A,N/A,Virgin America,N/A,AirlineFuel,N/A,0,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,N/A,2015-02-20 16:22:04 -0800,Global,Sydney
568926018049691648,neutral,1.0,N/A,N/A,Virgin America,N/A,fromtheleftseat,N/A,0,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,N/A,2015-02-20 16:11:47 -0800,Phoenix AZ,Arizona
568920614716600320,neutral,0.6803,N/A,N/A,Virgin America,N/A,Kevin_E_Park,N/A,0,@VirginAmerica way to take advantage of #MayweatherPacquiao :),N/A,2015-02-20 15:50:19 -0800,N/A,Pacific Time (US & Canada)
568920221882257408,neutral,1.0,N/A,N/A,Virgin America,N/A,FlexinFinessinB,N/A,0,@VirginAmerica you know I'm flying virgin for the fight #MayweatherPacquiao,N/A,2015-02-20 15:48:45 -0800,N/A,Central Time (US & Canada)
568898405189038080,neutral,1.0,N/A,N/A,Virgin America,N/A,AirlineFuel,N/A,0,@VirginAmerica shares up on 4Q results - @iol http://t.co/XZ6qeG3nef,N/A,2015-02-20 14:22:04 -0800,Global,Sydney
568890062286385153,neutral,1.0,N/A,N/A,Virgin America,N/A,LizaUtter,N/A,0,👍👍✈️✈️💗 When are you guys going to start flying to Paris? @VirginAmerica: @LizaUtter You're welcome.”,N/A,2015-02-20 13:48:54 -0800,"Malibu, CA",Pacific Time (US & Canada)
568884848632279041,neutral,1.0,N/A,N/A,Virgin America,N/A,crj_lll,N/A,0,@VirginAmerica what is your policy on flying after surgery?  I am still waiting for answer so I can tell me doctor.,N/A,2015-02-20 13:28:11 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
568867068331864064,neutral,0.6773,N/A,0.0,Virgin America,N/A,AcronymBex,N/A,0,@VirginAmerica I think i left something on the plane yesterday. who do i call...ah!,N/A,2015-02-20 12:17:32 -0800,"NY, NY",Eastern Time (US & Canada)
568865011717705730,neutral,0.642,N/A,0.0,Virgin America,N/A,notthatnathan,N/A,0,@VirginAmerica I need you to follow back in order to DM.,N/A,2015-02-20 12:09:22 -0800,"Portland, Maine",Eastern Time (US & Canada)
568864815654899712,neutral,1.0,N/A,N/A,Virgin America,N/A,Sleubeau,N/A,0,@VirginAmerica Need to start flying to @KCIAirport .  😊😀😃😄,"[39.24087254, -94.63994975]",2015-02-20 12:08:35 -0800,"Kansas City, MO",Central Time (US & Canada)
568855933360607232,neutral,0.6791,N/A,0.0,Virgin America,N/A,crj_lll,N/A,0,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.,N/A,2015-02-20 11:33:18 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
568847512372514816,neutral,1.0,N/A,N/A,Virgin America,N/A,crj_lll,N/A,0,@VirginAmerica what is your policy on flying after surgery?,N/A,2015-02-20 10:59:50 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
568845553104068609,neutral,1.0,N/A,N/A,Virgin America,N/A,AirlineFuel,N/A,0,@VirginAmerica posts second consecutive full-year net profit - @ATWOnline http://t.co/tvB5zbzVhg,N/A,2015-02-20 10:52:03 -0800,Global,Sydney
568838020041809920,neutral,1.0,N/A,N/A,Virgin America,N/A,AirlineFuel,N/A,0,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I,N/A,2015-02-20 10:22:07 -0800,Global,Sydney
568837602071203840,neutral,1.0,N/A,N/A,Virgin America,N/A,NazarFakih,N/A,0,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application.",N/A,2015-02-20 10:20:27 -0800,N/A,Pacific Time (US & Canada)
568833739192557569,neutral,1.0,N/A,N/A,Virgin America,N/A,JetBlueNews,N/A,0,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq,N/A,2015-02-20 10:05:06 -0800,USA,Sydney
568830466830151680,neutral,1.0,N/A,N/A,Virgin America,N/A,AirlineFuel,N/A,0,"@VirginAmerica gives positive outlook, but sees increased competition - @Reuters http://t.co/jEu7Od3eYJ",N/A,2015-02-20 09:52:06 -0800,Global,Sydney
568828648687591424,neutral,0.6625,N/A,0.0,Virgin America,N/A,SocialMedia305,N/A,0,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA,N/A,2015-02-20 09:44:52 -0800,N/A,Eastern Time (US & Canada)
568828112626012160,neutral,1.0,N/A,N/A,Virgin America,N/A,sbaaronson,N/A,0,@VirginAmerica @madbee95 check the website before you go to the airport!,N/A,2015-02-20 09:42:45 -0800,Los Angeles,N/A
568823689422053376,neutral,1.0,N/A,N/A,Virgin America,N/A,StevenMYoung,N/A,0,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8,N/A,2015-02-20 09:25:10 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
568800805475782656,neutral,0.375,N/A,0.0,Virgin America,N/A,GabriellaDago,N/A,0,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9,N/A,2015-02-20 07:54:14 -0800,New York City,Eastern Time (US & Canada)
568795484283736064,neutral,1.0,N/A,N/A,Virgin America,N/A,MarcPerez,N/A,0,@VirginAmerica missed my flight. How does standby work?,N/A,2015-02-20 07:33:05 -0800, California 92705,Pacific Time (US & Canada)
568792520337039360,neutral,1.0,N/A,N/A,Virgin America,N/A,mlbkid162,N/A,0,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS,N/A,2015-02-20 07:21:19 -0800,New york,N/A
568781819233091584,neutral,0.6529,N/A,N/A,Virgin America,N/A,GabriellaDago,N/A,0,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘,N/A,2015-02-20 06:38:47 -0800,New York City,Eastern Time (US & Canada)
568735060104511488,neutral,1.0,N/A,N/A,Virgin America,N/A,gemmabow19,N/A,2,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,N/A,2015-02-20 03:32:59 -0800,N/A,N/A
568689188377403392,neutral,1.0,N/A,N/A,Virgin America,N/A,BFPTravel,N/A,0,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel,N/A,2015-02-20 00:30:42 -0800,N/A,London
568646087361355776,neutral,0.6667,N/A,N/A,Virgin America,N/A,chet,N/A,0,@VirginAmerica add DTW and I'm sold!,N/A,2015-02-19 21:39:26 -0800,N/A,Pacific Time (US & Canada)
568632394929958912,neutral,0.6354,N/A,N/A,Virgin America,N/A,SoleXclusive415,N/A,0,@VirginAmerica momma I made it! 😁😁😁,N/A,2015-02-19 20:45:02 -0800,Bay Area,N/A
568630879246901248,neutral,1.0,N/A,N/A,Virgin America,N/A,SSal,N/A,0,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,N/A,2015-02-19 20:39:00 -0800,"Dutchess County, NY",Eastern Time (US & Canada)
568629385105793024,neutral,0.6742,N/A,0.0,Virgin America,N/A,SSal,N/A,0,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!,N/A,2015-02-19 20:33:04 -0800,"Dutchess County, NY",Eastern Time (US & Canada)
568626625857728513,neutral,0.6745,N/A,N/A,Virgin America,N/A,SoleXclusive415,N/A,1,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair,N/A,2015-02-19 20:22:06 -0800,Bay Area,N/A
568607562251108352,neutral,0.6461,N/A,N/A,Virgin America,N/A,AQR415,N/A,0,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,N/A,2015-02-19 19:06:21 -0800,San Francisco,Pacific Time (US & Canada)
568579880046227457,neutral,0.6703,N/A,N/A,Virgin America,N/A,FreyaBevan_Fund,N/A,1,"@VirginAmerica Many Thanks for the Follow.
#ourprincess #freyasfund #USA #Bandie 
Looking for Any Help😍
💗🇬🇧💗🇺🇸💗
🎀🌏🎀 http://t.co/UJfS9Zi6kd",N/A,2015-02-19 17:16:21 -0800,freyabevanfund@hotmail.com,N/A
